LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
GERNZAA7W9,40,96209,174258,301,114,2,23.73,12,0.33,Master's,Unemployed,Divorced,No,Yes,Other,Yes,0
GY8TZFJ2PK,18,130370,205598,341,87,1,6.56,36,0.45,Master's,Unemployed,Single,Yes,No,Education,Yes,0
JZIUPXI29G,49,99768,226126,436,45,1,4.65,12,0.7,High School,Full-time,Single,No,No,Auto,Yes,0
9ZJ4VK2L4P,50,132215,163875,672,24,1,5.71,12,0.62,Master's,Self-employed,Single,No,No,Home,No,0
9CA2TLABGU,69,30396,216571,728,48,4,22.23,36,0.45,PhD,Full-time,Single,Yes,No,Auto,No,0
ECRKSYGRJJ,22,118045,69876,585,45,1,20.72,24,0.56,Master's,Self-employed,Married,No,No,Other,Yes,0
W9J1U5RNOP,40,69808,188414,547,43,3,4.97,48,0.68,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0
YOWA3DVARA,55,126774,165893,771,49,3,17.92,60,0.14,PhD,Part-time,Divorced,Yes,No,Home,No,0
BL1BBGB2C5,39,100835,131353,421,48,1,23.45,24,0.59,PhD,Self-employed,Divorced,No,No,Home,Yes,0
GHUERX9DJQ,23,76717,164793,827,104,4,23.15,48,0.5,Master's,Self-employed,Single,Yes,No,Other,No,0
UYCRMDOZSO,60,98683,45125,540,10,1,5.12,36,0.31,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,0
VDHECOQ86D,21,119493,247160,495,0,3,2.84,48,0.8,Master's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
WN0UHTOKII,53,117613,63791,759,7,2,12.9,60,0.7,High School,Unemployed,Single,Yes,No,Other,Yes,0
3EGSDWST2W,68,25181,24340,303,24,1,19.18,36,0.71,High School,Self-employed,Single,No,No,Auto,Yes,0
95ZOUP551F,66,123003,221434,691,44,4,7.19,12,0.87,PhD,Full-time,Married,Yes,Yes,Auto,No,0
IZS8N46XZR,49,51158,232062,379,81,4,24.08,24,0.87,Master's,Unemployed,Divorced,No,No,Business,No,0
NEMNS3X65K,19,84141,248762,789,42,3,22.28,48,0.55,Master's,Unemployed,Married,No,No,Home,Yes,1
3OJBXPFCE5,25,134909,45169,463,108,2,20.02,36,0.65,Master's,Part-time,Divorced,Yes,No,Auto,No,0
DOCPWNJTFO,49,131016,64984,813,80,1,9.82,36,0.57,Master's,Part-time,Divorced,Yes,Yes,Other,No,0
6NDKPVPIMJ,67,123635,225566,646,56,4,5.88,36,0.38,High School,Unemployed,Married,No,Yes,Education,Yes,0
RRCMXLND4N,45,117946,164777,387,68,2,17.81,12,0.16,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
G5URRYMY4A,54,93699,204757,562,80,1,16.45,60,0.54,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,0
U8SG2HO3S5,24,130754,10800,629,77,1,4.69,48,0.2,Master's,Part-time,Divorced,No,Yes,Business,Yes,0
PLRXI0P6M0,31,103147,171521,595,91,2,3.3,60,0.73,PhD,Full-time,Married,No,Yes,Other,Yes,0
5AOKNE5J56,62,57094,171055,797,28,4,8.72,60,0.64,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
Z2OHJWCBY0,45,67362,176395,786,42,4,12.11,48,0.47,PhD,Self-employed,Divorced,No,No,Home,No,0
3CZJ2BLQ9B,54,67331,42854,358,34,2,3.39,36,0.37,High School,Full-time,Single,Yes,No,Other,Yes,0
PJ4K5XA6AS,39,80364,31716,708,90,3,8.17,24,0.49,Bachelor's,Unemployed,Single,No,No,Business,Yes,0
B1U7DJYFPY,62,82214,167217,560,117,1,5.15,48,0.46,High School,Part-time,Single,Yes,Yes,Auto,No,0
1R6GI6SM8H,54,63031,146464,672,56,4,22.78,60,0.55,Master's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
QUSVS4VKJ7,39,30215,127013,556,71,4,11.05,24,0.39,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,No,0
W0LFWEV1MT,46,139829,186674,607,93,4,3.54,12,0.12,High School,Part-time,Single,No,Yes,Other,No,0
8QGMN8QRBI,47,116984,7402,776,43,2,17.66,12,0.66,Master's,Self-employed,Married,No,No,Business,No,0
OEZEBT64B2,49,76652,217342,344,11,2,17.35,60,0.9,Master's,Part-time,Divorced,Yes,Yes,Education,No,0
BC95TP8PA2,69,120957,231840,592,31,1,3.86,12,0.47,High School,Full-time,Married,No,Yes,Business,Yes,0
IA62XQSXBO,32,111204,242313,771,100,1,23.09,24,0.7,PhD,Self-employed,Married,No,Yes,Education,Yes,0
IBUXOBJDTP,20,114705,184447,709,75,1,19.69,12,0.54,High School,Part-time,Single,No,Yes,Business,Yes,0
FU9372814Y,47,69384,232171,735,25,3,13.66,48,0.19,Master's,Self-employed,Married,No,Yes,Education,Yes,0
HAHD3OW55Q,26,106794,160064,628,66,1,13.99,12,0.8,High School,Full-time,Single,No,Yes,Education,No,0
11ZONGXDUE,63,120187,64543,619,18,3,12.07,24,0.33,High School,Unemployed,Divorced,Yes,No,Business,No,0
4LXJDNCXH9,52,53463,131357,328,52,2,23.35,36,0.55,Master's,Full-time,Divorced,No,Yes,Education,Yes,0
ICBKCS4RCP,49,39064,48038,634,107,2,14.29,12,0.5,High School,Full-time,Divorced,No,Yes,Other,Yes,0
5LD08JTCKB,19,60526,8355,554,53,3,16.32,48,0.64,Master's,Part-time,Married,No,No,Business,No,1
5PQ3KSOP4G,32,43790,19925,374,34,1,11.35,12,0.39,Master's,Part-time,Divorced,No,Yes,Other,Yes,0
NN8IVBVU6G,25,74468,51851,654,94,3,15.6,60,0.22,Bachelor's,Part-time,Divorced,No,Yes,Education,Yes,0
EZ5ZGPFNOO,26,32997,225250,788,62,2,13.53,24,0.23,High School,Self-employed,Married,No,No,Home,No,0
XKGLAVGOPZ,33,106471,42451,625,50,2,13.85,36,0.75,Master's,Part-time,Single,No,No,Education,No,0
EREAIK5GNP,64,76376,147229,770,82,4,10.55,60,0.32,PhD,Self-employed,Married,No,No,Other,No,0
90XUA3IACO,22,97944,32037,845,91,3,24.05,36,0.5,PhD,Full-time,Married,Yes,Yes,Home,No,0
309HL7126T,40,108567,236796,589,109,3,23.84,12,0.48,PhD,Unemployed,Married,No,Yes,Auto,No,0
4O5LK3GSBR,32,97043,164194,431,118,1,20.75,60,0.2,High School,Full-time,Married,Yes,No,Education,No,0
8P5EA4CYBN,55,141075,105470,722,25,3,24.8,24,0.73,High School,Full-time,Married,No,No,Business,No,0
8SPBMKFQLX,25,149531,62728,325,22,1,10.69,36,0.35,High School,Full-time,Divorced,No,No,Home,No,0
MFX9S414XJ,24,147209,217496,639,72,2,13.54,48,0.65,High School,Full-time,Married,Yes,No,Other,No,0
OV32KY00XN,67,90347,188424,772,74,1,2.38,24,0.36,PhD,Self-employed,Married,Yes,Yes,Education,Yes,0
XRFJTJACEQ,64,105521,80345,342,3,3,6.83,36,0.43,PhD,Self-employed,Married,No,No,Auto,Yes,0
RAZ3NHIFEE,30,66827,108399,654,83,3,2.49,24,0.51,High School,Full-time,Divorced,Yes,Yes,Education,No,0
SY4490TMOL,18,46215,199564,619,13,3,20.97,60,0.5,PhD,Part-time,Married,Yes,Yes,Education,Yes,0
LE112L259J,19,98697,55318,350,103,3,10.45,24,0.25,Master's,Self-employed,Married,No,No,Auto,Yes,0
IWC0CVU1ZL,62,131573,197583,829,101,2,5.56,36,0.9,High School,Part-time,Divorced,No,No,Home,Yes,0
AWV4QWSY7G,45,136000,26596,748,56,1,17.54,12,0.25,PhD,Self-employed,Single,Yes,No,Business,No,0
JLDV7Y087A,63,110131,21756,572,72,1,7.28,36,0.86,High School,Part-time,Married,No,Yes,Business,No,0
VRJDEHYJOB,43,149677,222354,791,117,1,18.69,24,0.51,PhD,Self-employed,Married,Yes,No,Other,Yes,0
FDBJQYTTH8,63,93874,168376,329,72,1,9.83,12,0.51,Bachelor's,Unemployed,Divorced,No,No,Auto,No,0
6SVTUO5O2G,68,70417,127865,715,56,4,22.91,60,0.6,PhD,Full-time,Married,Yes,Yes,Home,Yes,1
LTD1SJS2LD,64,124721,14940,501,69,4,17.3,24,0.38,High School,Part-time,Divorced,No,Yes,Business,No,0
P8JJHQWC9Z,53,51824,194515,430,36,2,2.4,36,0.77,High School,Self-employed,Single,No,No,Education,No,0
694P6G4M0K,56,68283,31332,446,101,1,20.52,48,0.2,High School,Part-time,Married,Yes,No,Business,No,0
V1Y3EYL4I1,63,148894,181810,561,107,3,11.92,48,0.52,High School,Part-time,Married,Yes,No,Home,No,0
USHK1XSVYW,28,111594,245324,373,1,3,24.08,60,0.68,Bachelor's,Full-time,Single,Yes,No,Other,No,0
IOW6JVT25C,43,74058,228616,722,101,2,23.11,24,0.31,PhD,Self-employed,Married,Yes,Yes,Other,No,0
5NQXNFWJBC,56,137737,147057,730,13,2,15.95,48,0.56,High School,Unemployed,Divorced,Yes,No,Home,No,0
E67Q4UEE4Q,24,58734,247242,492,110,1,8.05,36,0.74,PhD,Full-time,Married,No,No,Business,Yes,0
X8RYNE35AT,66,114446,119220,573,61,1,22.46,12,0.61,PhD,Self-employed,Married,No,Yes,Other,Yes,0
BIO96O5EE4,64,90259,92217,421,40,4,12.14,12,0.67,Master's,Full-time,Single,Yes,Yes,Business,No,0
9H92536HHJ,38,52651,231973,373,93,2,22.65,36,0.17,High School,Full-time,Single,No,No,Other,No,0
QJLOY4PT0R,49,77012,101055,487,55,3,11.05,24,0.57,High School,Full-time,Single,Yes,Yes,Other,No,0
CJ9T7W26RG,55,15060,36466,785,34,2,5.48,48,0.66,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
G1YA6OSGPG,53,89696,229263,667,64,4,24.56,48,0.66,PhD,Unemployed,Single,Yes,No,Business,No,0
HVXMGE5BWF,49,101977,164845,323,107,2,2.52,48,0.16,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
WV8RVSD4JA,23,82131,158650,759,13,3,22.53,36,0.52,Master's,Unemployed,Divorced,Yes,No,Business,No,1
7MPVXH10VT,68,64486,222819,634,79,4,20.9,12,0.1,Bachelor's,Full-time,Single,Yes,No,Education,No,0
PQ73KJDS3P,66,146324,55673,491,22,1,6.73,36,0.35,High School,Self-employed,Single,No,Yes,Home,No,0
L6YIHAOKSF,27,74156,61735,725,99,4,21.25,60,0.73,High School,Unemployed,Single,Yes,No,Other,Yes,1
OIJEAZ0CMN,59,28180,8836,450,73,1,24.37,36,0.73,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,0
OMVPHRI5SW,55,55786,159155,813,114,3,15.64,60,0.43,High School,Full-time,Divorced,No,Yes,Home,No,0
PCMA8QG6BO,28,52169,219466,518,19,4,6.51,48,0.43,High School,Part-time,Single,No,No,Home,Yes,0
DAK7G3P61R,54,144620,231327,504,39,4,11.18,60,0.13,High School,Full-time,Single,No,Yes,Other,Yes,0
ACSQWI02BV,22,101100,159797,369,66,1,14.82,12,0.23,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
0WF8SU4CNF,40,88853,85820,545,106,4,9.65,48,0.72,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
HQ56N87N02,43,75744,54955,582,96,1,13.36,36,0.84,PhD,Full-time,Single,Yes,No,Home,No,0
B8GM8C8RD1,44,129739,241537,451,55,3,13.1,60,0.42,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
J13T99ZYOC,52,54057,225436,784,109,3,12.54,60,0.42,High School,Unemployed,Married,No,Yes,Home,Yes,0
B9PJH7B2NN,37,96921,151943,563,12,4,22.45,24,0.69,PhD,Part-time,Married,Yes,Yes,Business,No,0
G48XC181J7,46,28855,240549,501,45,1,3.71,36,0.53,Master's,Self-employed,Divorced,Yes,No,Home,No,0
T1SI5J07QV,20,102480,195436,446,69,3,22.72,48,0.21,High School,Self-employed,Divorced,No,No,Education,No,1
A8MYTU1NCG,63,127344,195127,370,97,1,12.54,12,0.7,High School,Unemployed,Divorced,No,Yes,Education,Yes,0
SEHNP1J158,36,61720,32093,354,105,2,24.02,48,0.85,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
JVHM05BHT3,69,30954,125994,358,72,4,11.61,60,0.29,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
UMPY5JUP3W,50,66091,111472,368,99,2,3.71,12,0.4,High School,Part-time,Single,Yes,No,Education,Yes,0
T9YPBK30RE,66,72991,98490,510,1,1,14.84,48,0.14,PhD,Self-employed,Divorced,No,No,Auto,Yes,0
9OYMPO5LWT,64,96109,214011,579,74,2,18.07,60,0.58,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,1
PGY0XL1KH8,35,71906,171825,831,10,1,23.55,12,0.18,High School,Part-time,Married,No,No,Other,Yes,1
HSPMPF05IN,65,114629,144829,584,65,4,10.59,24,0.61,PhD,Part-time,Married,Yes,No,Business,Yes,0
4CTJLIC93K,32,110068,221250,703,80,2,7.8,24,0.19,PhD,Full-time,Married,Yes,Yes,Home,Yes,0
MFAAVR73PF,22,95058,163415,815,111,4,8.13,48,0.17,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,0
7NJTNMDL01,68,84890,126976,525,31,3,5.7,36,0.9,PhD,Part-time,Divorced,Yes,Yes,Business,No,0
L4S41WKFZQ,48,30234,86721,759,21,3,13.65,24,0.77,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
W59Q1NY5M3,64,149685,18447,619,79,4,24.96,48,0.48,Master's,Part-time,Single,No,Yes,Auto,Yes,0
JBRJG3D3GZ,19,29769,133286,300,108,1,3.09,60,0.46,High School,Part-time,Single,No,Yes,Home,Yes,0
PA3YNNTMHM,31,142910,51907,489,63,4,8.96,60,0.23,PhD,Part-time,Divorced,Yes,No,Other,Yes,0
H7LWTC68K2,62,40349,111446,319,5,3,5.38,24,0.41,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
AMQ245NJ58,67,125709,220153,602,76,2,3.78,48,0.46,Master's,Full-time,Divorced,No,No,Education,Yes,0
J6OT3VV7AQ,19,145606,172261,423,43,4,12.04,36,0.44,PhD,Full-time,Single,Yes,No,Education,No,0
ISDIZ91LYT,64,29303,27979,549,58,1,23.8,24,0.48,Master's,Full-time,Married,Yes,No,Education,Yes,0
54FDHUJ3P5,66,82780,170344,643,71,3,10.77,48,0.84,PhD,Part-time,Single,Yes,No,Home,Yes,0
YZAL48WXVU,26,110688,199146,358,103,3,23.47,48,0.81,Master's,Unemployed,Single,No,Yes,Education,Yes,0
6J8AT2Z88D,65,46259,7812,792,100,2,10.6,60,0.49,PhD,Unemployed,Married,Yes,No,Education,No,0
9I9S0W6R2B,62,132676,19852,690,95,4,6.15,12,0.86,Master's,Full-time,Divorced,No,No,Business,Yes,0
96O4UOBNQU,54,49024,201520,731,13,3,21.1,12,0.3,PhD,Part-time,Married,Yes,Yes,Home,No,0
BXC16EP7MS,68,24322,84263,505,70,3,10.83,48,0.12,PhD,Part-time,Single,Yes,Yes,Auto,No,0
SE9DA9WRDH,23,73489,176440,487,88,3,15.88,36,0.43,Master's,Self-employed,Single,No,No,Other,No,0
JIL1WAJ0TK,38,47643,154516,316,20,3,3.58,48,0.68,PhD,Full-time,Married,No,Yes,Other,No,0
S8O1KFMMHC,27,101850,10008,702,79,2,9.97,24,0.39,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,0
ME6Q6G7ORQ,53,101652,144209,516,88,4,16.96,36,0.17,High School,Part-time,Divorced,Yes,No,Home,No,0
Y4I5SHRCX3,30,40661,130871,849,103,4,18.5,12,0.68,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,1
4KLGPOIBSC,40,138481,11762,349,96,1,10.65,24,0.47,PhD,Part-time,Divorced,Yes,No,Auto,No,0
ZU21BW97A1,36,116119,26941,398,17,2,12.6,48,0.4,Bachelor's,Part-time,Married,No,No,Home,Yes,0
OSCBJJ6A03,47,67361,186550,844,100,1,21.11,36,0.73,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,0
4N8QXR4BO2,51,53499,134000,604,71,2,13.94,60,0.44,PhD,Full-time,Divorced,Yes,No,Other,No,0
R1N75548KB,54,31895,240981,703,59,1,22.85,48,0.81,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,0
R45YKEWAB4,53,70865,29390,353,98,2,9.55,48,0.26,PhD,Unemployed,Married,No,No,Other,No,0
6K64JC7OWX,43,28296,137593,758,89,4,12.74,12,0.54,Bachelor's,Part-time,Married,No,Yes,Education,No,0
ZRMS8IXZCS,65,126127,97210,676,72,4,2.63,24,0.1,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,0
Y8QKBQL2GQ,50,75835,151221,303,11,3,8.9,12,0.13,Master's,Part-time,Married,No,Yes,Home,Yes,0
0CK2CKCQNB,49,142008,57227,443,103,4,8.87,60,0.16,Bachelor's,Self-employed,Divorced,Yes,No,Other,Yes,0
83AV6BL3HC,51,42105,62478,611,100,3,11.24,12,0.32,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
ZL8E857QRO,42,108343,91398,499,70,2,13.37,36,0.63,PhD,Full-time,Single,Yes,No,Business,No,0
M3JYG47Q82,58,68284,109405,330,3,2,3.95,12,0.45,High School,Unemployed,Single,Yes,Yes,Other,Yes,0
53FJ6UL7B3,42,90528,51043,581,19,2,12.19,24,0.51,PhD,Full-time,Single,Yes,Yes,Auto,Yes,0
23D17NBXDN,30,95534,191187,844,103,4,23.82,48,0.54,PhD,Unemployed,Married,Yes,No,Home,Yes,1
44LCXPNX48,53,148657,222835,409,107,1,11.13,48,0.44,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
5JTZRR1Y40,34,63741,182366,808,42,4,3.38,36,0.67,Master's,Full-time,Married,No,Yes,Home,No,0
KCPO0SLY8K,21,130177,82138,816,84,4,2.57,36,0.24,Master's,Self-employed,Divorced,No,No,Other,No,0
ESAB2P6IJ6,34,106941,111641,761,113,4,5.12,60,0.83,Master's,Full-time,Divorced,Yes,Yes,Business,No,0
GTZ6UMTH7Y,69,23003,151308,535,27,1,20.32,12,0.55,Bachelor's,Full-time,Married,No,Yes,Education,Yes,1
TP3D3127YL,25,144700,73807,303,36,4,4.67,60,0.84,Master's,Full-time,Single,Yes,Yes,Auto,No,0
BLP060FT8K,51,15402,14198,422,111,2,22.63,36,0.67,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,0
0MN4Z9CCTC,45,27858,200787,387,37,1,19.99,60,0.54,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
QGU07UCUJK,33,81993,167577,415,99,3,3.85,12,0.26,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
YY5RIJMDSH,64,116997,82538,450,46,1,19.51,36,0.55,High School,Full-time,Single,No,Yes,Auto,No,0
RLRE5NOE6M,21,35556,45836,512,46,2,3.27,24,0.12,PhD,Self-employed,Single,Yes,No,Auto,Yes,1
PJDESIFMB8,45,111190,179886,792,53,1,13.88,36,0.36,High School,Unemployed,Married,Yes,No,Other,No,0
LO973QACKQ,29,145930,85973,485,117,2,16.6,60,0.73,PhD,Unemployed,Single,Yes,No,Other,No,0
C1PR5XL4QB,18,104655,148668,582,114,4,4.27,36,0.49,PhD,Full-time,Single,Yes,No,Education,Yes,0
JBGNJYBCUX,18,148601,17280,816,22,3,9.76,24,0.51,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,0
NNKHFNMX5H,45,31498,16101,428,114,3,15.31,24,0.31,PhD,Full-time,Married,Yes,No,Other,Yes,0
37PJWJ4YYH,36,139955,88989,512,9,4,13.82,12,0.45,High School,Part-time,Divorced,Yes,Yes,Auto,Yes,0
HUI7J7NE2O,53,148866,145499,542,92,3,11.15,48,0.43,Master's,Full-time,Single,Yes,Yes,Auto,Yes,0
DDSKCOTSZ5,53,71230,227530,640,80,1,9.57,12,0.71,Master's,Unemployed,Single,No,No,Education,Yes,0
0TZV52XNAY,34,90071,124818,493,51,4,3.08,12,0.39,High School,Full-time,Divorced,Yes,Yes,Education,No,0
8862XJ8MW8,51,70696,7101,433,41,2,15.67,24,0.23,Master's,Unemployed,Single,No,No,Business,Yes,0
TUWU9I361N,56,92938,217179,767,6,4,22.49,24,0.71,Master's,Full-time,Divorced,Yes,Yes,Home,Yes,0
WLTI11W095,47,146792,32931,534,38,1,13.33,36,0.14,High School,Part-time,Single,Yes,No,Auto,Yes,0
U5VLCZPO7T,30,68150,72595,581,92,1,13.29,12,0.11,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,0
73HH85F2TG,36,47031,83269,656,57,3,20.57,12,0.41,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
1141Q2N0XR,67,108733,134495,619,0,4,9.2,36,0.49,Master's,Unemployed,Divorced,No,Yes,Home,No,0
SUEVRGQVZI,60,31662,39229,843,15,3,20.85,24,0.54,PhD,Full-time,Married,Yes,Yes,Education,No,0
MHZEV19JH3,69,80652,215685,789,25,3,3.49,24,0.12,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,0
4OZIEYDK13,37,81150,37200,403,75,4,11.84,24,0.83,Bachelor's,Self-employed,Married,Yes,No,Auto,No,0
IU7KFCGDXG,62,52141,95388,314,98,4,15.18,24,0.2,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,0
W55VND9YH6,30,51823,212861,741,48,4,4.05,12,0.54,Bachelor's,Self-employed,Married,No,No,Auto,No,0
TKN4ZJCWPF,38,113501,87317,782,77,3,8.93,24,0.68,PhD,Full-time,Married,Yes,Yes,Education,Yes,0
95AGM3W0LA,22,145928,215958,659,93,2,5.58,36,0.62,Bachelor's,Self-employed,Single,No,No,Business,No,0
302TBP1QMG,38,93296,6086,767,95,2,23.58,12,0.46,Master's,Part-time,Divorced,Yes,No,Business,No,0
7YSSVW5KFA,68,148195,202180,625,56,1,2.56,24,0.53,PhD,Full-time,Divorced,No,No,Business,Yes,0
W2AGPTDPZN,47,63990,114655,470,49,1,23.81,48,0.54,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,0
FPI0P9COJE,21,44834,68188,311,60,3,5.51,12,0.56,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
Q3K4O6I42B,57,138882,59795,301,37,1,22.22,48,0.19,PhD,Self-employed,Single,Yes,Yes,Other,No,0
LELIA6FSQO,62,136466,186034,474,18,1,2.98,24,0.18,Master's,Self-employed,Single,No,No,Other,Yes,0
PKVDF8X1XP,22,85490,234425,401,112,4,16.85,24,0.52,Master's,Self-employed,Single,No,Yes,Other,Yes,0
F0GGBXDXEX,24,50255,12718,493,43,3,22.81,36,0.37,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
MH3O2I662L,18,137634,70572,622,32,3,16.92,36,0.69,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,0
780ZFCMEH2,33,33585,173744,775,51,3,14.88,24,0.38,Master's,Part-time,Single,No,Yes,Other,No,1
KU3KMJXIFT,33,110857,89399,595,53,4,11.63,60,0.49,Master's,Part-time,Married,No,Yes,Auto,No,1
NTWS87E879,54,54032,85716,620,53,3,11.56,36,0.35,PhD,Unemployed,Divorced,Yes,No,Other,No,0
S0FMQZWG36,61,109542,20763,825,26,3,8.97,48,0.76,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
NPS23KUEQQ,46,82222,248201,636,111,3,9.47,24,0.27,PhD,Unemployed,Married,No,Yes,Other,No,0
ARWY5EE4QB,30,110874,191333,517,88,3,5.32,12,0.14,Master's,Full-time,Married,No,No,Other,No,0
OECB3HH8RD,49,133841,71652,401,56,2,5.91,24,0.26,High School,Unemployed,Divorced,No,Yes,Home,Yes,0
F9QIYQR5KM,36,119549,168731,415,62,4,9.33,60,0.8,High School,Unemployed,Single,Yes,No,Home,No,0
X0WETN1TQ6,28,63888,133778,673,12,3,19.26,12,0.7,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,0
MUYVZT1FB5,44,94786,71290,804,54,2,10.25,12,0.3,PhD,Part-time,Married,No,Yes,Business,Yes,0
G0IR8YW9DC,47,97884,205535,327,11,3,22.88,60,0.83,PhD,Full-time,Married,No,Yes,Business,Yes,0
VNY2GQRE3W,24,89459,36846,830,60,1,24.42,48,0.78,Master's,Self-employed,Single,No,Yes,Education,No,0
5G241Z24Z2,55,71155,45579,315,31,4,10.47,60,0.17,Master's,Self-employed,Divorced,Yes,Yes,Home,No,0
998YQA5HQ1,27,122674,175517,594,30,3,13.6,24,0.87,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
FDH45GZCDK,34,98000,62879,454,108,1,5.67,12,0.16,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0
TB9MUXJZH7,50,109988,80486,610,50,4,24.48,60,0.74,Master's,Full-time,Married,Yes,Yes,Other,Yes,0
ENGDWS4GRE,61,61483,49926,426,43,3,22.2,60,0.12,Bachelor's,Self-employed,Divorced,No,No,Home,No,0
AXTPT0VVHI,64,122620,171809,499,65,3,7.42,60,0.42,Master's,Full-time,Single,Yes,No,Education,Yes,0
VRUA6975XN,67,126135,42689,475,90,4,11.92,36,0.26,Master's,Self-employed,Single,Yes,Yes,Home,Yes,0
YWB88J3H3Z,40,30295,48537,373,0,1,8.97,60,0.3,PhD,Part-time,Single,No,No,Home,Yes,0
18DYAO8K2F,31,122385,210249,652,55,3,6.44,24,0.37,Master's,Self-employed,Single,No,No,Other,Yes,0
HKS4SAIQPH,56,79341,87993,761,74,3,13.05,24,0.17,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0
CEW93YM0YO,18,104159,57074,822,60,2,24.75,60,0.34,High School,Self-employed,Divorced,Yes,No,Business,Yes,1
J1Y3MUTH5C,54,84227,76851,370,105,3,5.66,48,0.74,PhD,Part-time,Married,No,No,Education,Yes,0
UO61QYA4L7,41,39811,85372,607,70,1,4.02,24,0.22,Master's,Self-employed,Single,Yes,No,Business,No,0
T55IJYJG4Q,32,148024,120687,756,117,4,23.24,24,0.21,Master's,Unemployed,Divorced,No,Yes,Other,No,0
2GU1E8HQ5R,27,107310,218444,457,15,4,9.91,48,0.53,PhD,Full-time,Single,No,No,Home,Yes,0
UFSV80LUOD,32,113507,175058,573,20,2,19.81,60,0.52,Master's,Part-time,Single,Yes,No,Other,Yes,0
QUJKGIRXQZ,60,129152,15801,709,15,2,11.87,24,0.17,High School,Self-employed,Divorced,No,No,Education,No,0
YNXQ1E528K,57,36833,139666,495,110,4,9.53,36,0.24,High School,Unemployed,Single,Yes,No,Business,Yes,0
EKMP2LTUZ7,65,66970,242303,630,76,1,14.58,24,0.51,PhD,Full-time,Single,No,No,Other,Yes,0
8BEZ95NEDF,57,65316,198462,498,60,1,6.85,24,0.27,PhD,Unemployed,Married,No,Yes,Business,Yes,0
HKHSI79G7G,23,50522,181941,714,103,4,4.75,36,0.8,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0
3ZY2ICV7EI,25,28584,44840,489,2,3,8.74,60,0.26,High School,Full-time,Single,Yes,Yes,Home,No,1
9QJOLXW281,63,38632,61048,493,95,2,18.73,60,0.65,PhD,Part-time,Married,Yes,No,Business,No,0
3M8H1APCG9,34,56808,42218,516,91,1,14.49,12,0.9,Master's,Full-time,Single,No,No,Auto,No,1
GEED3CJGH2,62,55775,205941,480,102,3,19.95,48,0.59,Master's,Full-time,Divorced,Yes,No,Home,Yes,0
MHR7XEHXR1,22,64942,47786,547,22,1,12.24,12,0.51,Master's,Full-time,Married,No,Yes,Auto,No,0
IQQ9XPP5F3,22,64963,207139,551,21,4,4.38,60,0.64,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
